"Date","Flow","id"
1994-12-12,240.337,"8005"
1995-10-26,146.604,"8005"
1997-03-02,301.066,"8005"
1997-11-20,116.347,"8005"
1999-02-04,111.623,"8005"
1999-12-01,205.934,"8005"
2000-11-08,150.519,"8005"
2002-07-31,182.049,"8005"
2002-11-22,113.891,"8005"
2004-01-20,122.099,"8005"
2005-01-11,249.363,"8005"
2005-11-13,165.114,"8005"
2006-12-14,307.349,"8005"
2008-01-26,337.383,"8005"
2009-09-04,218.996,"8005"
2009-11-27,213.219,"8005"
2011-01-17,231.583,"8005"
2011-12-23,190.748,"8005"
2012-10-13,152.12,"8005"
2014-08-12,215.095,"8005"
2015-03-08,295.855,"8005"
2015-12-06,343.509,"8005"
2017-06-07,136.325,"8005"
2018-01-24,127.012,"8005"
2018-12-19,125.416,"8005"
2020-02-23,198.92,"8005"
2021-02-21,258.367,"8005"
2021-11-01,160.285,"8005"
2023-02-03,120.951,"8005"
1953-07-14,496.985,"8006"
1953-12-04,476.533,"8006"
1954-10-19,487.654,"8006"
1956-07-30,887.725,"8006"
1957-08-15,782.785,"8006"
1958-07-29,748.529,"8006"
1959-01-20,359.044,"8006"
1960-08-26,786.904,"8006"
1960-10-14,395.579,"8006"
1962-02-12,545.695,"8006"
1962-12-15,540.779,"8006"
1964-08-19,367.587,"8006"
1965-09-18,498.068,"8006"
1966-06-24,554.508,"8006"
1966-12-18,624.311,"8006"
1968-05-06,544.99,"8006"
1968-10-31,392.832,"8006"
1970-08-17,1136.13,"8006"
1971-01-08,321.829,"8006"
1972-05-27,432.285,"8006"
1973-05-05,225.249,"8006"
1974-01-19,400.231,"8006"
1975-04-14,370.959,"8006"
1976-01-07,335.218,"8006"
1976-10-16,382.089,"8006"
1978-07-04,668.183,"8006"
1978-11-15,442.205,"8006"
1979-12-18,372.855,"8006"
1981-09-20,412.443,"8006"
1981-10-03,769.695,"8006"
1982-10-13,523.265,"8006"
1984-09-24,618.231,"8006"
1985-09-01,523.639,"8006"
1985-12-02,451.887,"8006"
1987-03-28,376.345,"8006"
1988-03-27,345.816,"8006"
1988-10-09,416.776,"8006"
1990-02-06,617.016,"8006"
1990-10-29,531.887,"8006"
1992-01-04,397.614,"8006"
1993-01-17,643.177,"8006"
1993-10-08,508.066,"8006"
1995-09-10,729.216,"8006"
1995-10-26,294.437,"8006"
1997-07-01,706.132,"8006"
1998-04-05,332.818,"8006"
1998-11-14,429.907,"8006"
2000-04-27,576.81,"8006"
2000-11-08,712.194,"8006"
2002-01-28,480.47,"8006"
2002-11-15,791.476,"8006"
2004-06-24,583.485,"8006"
2005-03-16,459.215,"8006"
2005-11-26,672.818,"8006"
2006-12-14,429.907,"8006"
2007-11-22,565.122,"8006"
2009-09-04,847.224,"8006"
2009-11-02,679.164,"8006"
2011-08-11,394.681,"8006"
2012-04-26,506.597,"8006"
2012-10-13,340.346,"8006"
2014-08-11,742.445,"8006"
2014-10-08,559.709,"8006"
2015-12-30,515.245,"8006"
2017-06-07,623.508,"8006"
2017-11-22,265.536,"8006"
2019-08-07,500.733,"8006"
2020-02-22,338.208,"8006"
2020-10-04,552.018,"8006"
2021-11-01,408.463,"8006"
2022-11-18,440.488,"8006"
1953-09-02,78.18,"8009"
1953-12-02,79.59,"8009"
1954-10-18,83.12,"8009"
1956-08-14,108.1,"8009"
1957-08-15,100.2,"8009"
1958-01-26,69.07,"8009"
1959-01-18,51.14,"8009"
1960-08-25,107.4,"8009"
1961-09-28,64.21,"8009"
1962-02-11,108.9,"8009"
1962-12-14,95.21,"8009"
1963-10-21,59.37,"8009"
1965-07-29,68.38,"8009"
1966-06-24,88.08,"8009"
1966-12-17,133.6,"8009"
1968-01-15,79.59,"8009"
1968-10-30,66.29,"8009"
1970-08-16,114.6,"8009"
1971-01-07,67.68,"8009"
1972-05-27,62.13,"8009"
1973-09-29,48.757,"8009"
1974-01-18,70.33,"8009"
1974-12-19,77.13,"8009"
1976-01-06,65.59,"8009"
1977-03-02,63.44,"8009"
1978-03-08,54.62,"8009"
1978-11-15,105.9,"8009"
1980-07-27,93.85,"8009"
1981-09-20,98.36,"8009"
1981-10-02,104.1,"8009"
1983-01-05,80.01,"8009"
1983-12-31,95.28,"8009"
1984-11-27,93.71,"8009"
1985-12-03,84.54,"8009"
1986-11-09,93.853,"8009"
1988-08-18,59.778,"8009"
1989-01-15,95.067,"8009"
1990-02-05,134.783,"8009"
1990-10-29,95.282,"8009"
1992-01-02,87.587,"8009"
1993-01-17,118.422,"8009"
1994-04-26,84.467,"8009"
1995-09-08,73.687,"8009"
1995-10-26,63.234,"8009"
1997-03-02,105.615,"8009"
1998-06-07,61.366,"8009"
1998-10-17,80.014,"8009"
1999-11-30,105.975,"8009"
2000-11-08,112.982,"8009"
2002-01-28,112.185,"8009"
2002-11-15,63.858,"8009"
2004-01-19,88.368,"8009"
2005-01-10,107.633,"8009"
2005-11-26,79.239,"8009"
2006-12-01,109.799,"8009"
2008-01-25,110.088,"8009"
2008-11-12,81.073,"8009"
