"","AREA","ALTBAR","ASPBAR","ASPVAR","BFIHOST19","DPLBAR","DPSBAR","FARL","FPEXT","LDP","PROPWET","RMED-1H","RMED-1D","RMED-2D","SAAR","SAAR4170","SPRHOST","URBEXT2000","QMED","QMEDcd","X","Y","QMEDfse","N","URBEXT1990","BFIHOST"
"48005",19.015,83,114,0.19,0.535,4.82,90.4,0.988,0.0091,8.47,0.42,11,36,49.2,1100,1107,32.62,0.0321,5.427,7.36977147762582,178563,46742,1.05523343597059,55,0.0282,0.601
"48006",40.3,138,189,0.2,0.634,7.62,74.7,0.979,0.0334,13.49,0.44,11.5,41.7,53.6,1209,1207,17.13,0.0182,5.67,11.0481559896253,167316,32421,1.05344942032409,41,0.0172,0.672
"48007",26.8925,162,77,0.24,0.7,6.37,65.7,0.867,0.0258,11.3,0.44,11.6,43.7,57.1,1294,1293,8.63,0.0106,4.18,4.34995325128235,172168,36765,1.05253840549755,55,0.0142,0.736
"48009",22.9725,230,187,0.32,0.388,7.24,78.8,0.982,0.0226,13.43,0.45,12.2,45,64,1511,1612,39.93,0.0023,8.465,20.4570470842563,218188,71257,1.13695059783856,12,0.0034,0.463
"48010",38.5675,136,172,0.21,0.532,7.21,107.6,0.993,0.0202,15.42,0.48,11.9,42.2,56.5,1325,1398,30.67,0.0167,7.29,18.4608091911484,227803,64418,1.16390710341778,17,0.0155,0.59
"48011",167.2,196,191,0.16,0.45,17.2,113.3,0.985,0.0349,37.59,0.46,12.1,44.3,62.3,1435,1513,35.26,0.0025,50.9,89.329994746441,216554,69917,1.08165336502697,22,0.0022,0.522
"48012",65.0725,149,252,0.19,0.462,9.7,72.5,0.979,0.0712,20.64,0.45,11.9,43.4,58.3,1248,1262,35.49,0.0203,9.965,31.1524830434836,195468,56650,1.06098301349577,25,0.0202,0.523
"48803",33.615,103,90,0.23,0.564,5.22,84.6,0.984,0.0214,9.42,0.42,11.2,39.3,52.1,1161,1166,27.03,0.0258,4.8435,11.7002551947294,173849,42260,1.08932859673013,28,0.0341,0.623
"49001",209.9425,174,259,0.15,0.481,15.94,87.9,0.987,0.0338,33.98,0.45,12.1,42.9,59.2,1338,1355,34.61,0.0122,57.5,90.8798951728568,207825,73231,1.05097048536808,55,0.0121,0.555
"49002",48.575,80,267,0.19,0.583,7.85,61.2,0.977,0.0267,15.77,0.44,11.2,38.1,47.3,1076,1050,25.57,0.0079,4.42,12.8549250832698,159918,32471,1.08219233071321,55,0.0144,0.642
"49003",21.61,284,244,0.16,0.288,4.78,76,0.998,0.0636,7.74,0.45,12.9,47.7,66.4,1628,1719,47.75,0,14.299,27.6389988934278,215420,78115,1.0682921373062,57,0,0.379
"49004",40.83,78,295,0.15,0.551,5.71,71.5,0.999,0.0254,10.79,0.45,11.1,34.6,46.5,1046,1065,32.08,0.0074,13.7955,12.7359743164741,186167,57381,1.1163938145171,54,0.012,0.617
"49005",16.08,73,309,0.12,0.562,3.72,81.4,0.991,0.0229,6.99,0.42,10.9,35.2,48.5,1044,1068,31.92,0.006,4.072,5.37955659173586,178502,51383,1.30955582296372,13,0.0084,0.627
"49006",12.5225,253,227,0.14,0.509,3.93,57.5,1,0.0126,7.44,0.46,12.4,43.4,59.5,1418,1439,35.75,0.0029,8.41,8.5765250194856,211576,86652,1.14217259439737,17,0.003,0.575
"50001",832.97,182,219,0.07,0.434,35.64,104.4,0.997,0.0374,63.01,0.48,11.9,38.3,51.6,1153,1191,37.82,0.0038,238.39,277.229848428715,272170,117346,1.06131503048681,65,7e-04,0.472
"50002",664.255,160,356,0.06,0.4,42.27,81.1,0.996,0.0496,75.1,0.49,12.4,39.8,52.7,1184,1206,40.52,0.0036,239.3905,259.468263132417,248590,107224,1.05636036067968,62,0.0013,0.425
"50006",326.995,210,216,0.17,0.453,19.53,124.9,0.999,0.0316,33.19,0.54,12.1,42.3,55.3,1306,1359,36.85,0.0035,119.9575,144.67322945783,274174,128744,1.05081893354226,58,0.001,0.502
"50007",72.235,234,16,0.21,0.462,13.51,95.4,0.994,0.0462,28.52,0.46,12.2,41.1,57.1,1225,1229,35.05,0.0056,38.833,34.881546911902,264737,97350,1.05208867918999,49,0.0011,0.49
"50008",71.225,175,9,0.28,0.391,7.1,81.5,0.999,0.0439,12.17,0.5,12.3,39.9,51.2,1192,1251,39.76,9e-04,51.606,40.5041053807788,250127,98335,1.09851456691027,35,0,0.406
"50009",20.0475,178,15,0.37,0.42,4.33,77.2,1,0.0227,8.43,0.5,12.2,38.7,49.8,1196,1242,37.71,0.0014,18.416,12.9208537660227,247482,98922,1.04699831981988,35,1e-04,0.446
"50011",80.1725,316,357,0.26,0.435,12.64,130,0.981,0.0298,26.29,0.48,13,49.8,68.4,1510,1562,37.61,0.0091,59.565,52.3809662471632,258915,93281,1.06008328233511,33,0.0047,0.478
"50014",78.06,204,240,0.2,0.509,8.84,134.3,0.973,0.0113,16.32,0.5,12.6,45.4,57.7,1342,1462,32.7,0.0044,19.137,34.3705692568425,262294,139416,1.09187440624383,56,2e-04,0.575
"51001",74.2275,145,1,0.14,0.559,9.03,129.9,0.988,0.0382,15.38,0.35,11.4,37.4,48.5,911,978,27.63,0.0105,12.795,15.2136447967182,309710,137416,1.10355776788376,55,0.0077,0.629
"51002",20.3825,341,25,0.29,0.476,6.3,213.9,0.978,0.0028,12.14,0.54,12.5,50.9,68.4,1485,1452,29.75,1e-04,10.7935,14.1066918196329,287467,143162,1.22152792076621,42,0,0.539
"51003",36.7025,252,37,0.2,0.499,6.84,194.4,0.982,0.0048,12.13,0.38,11.8,43.9,59.7,1151,1241,31.4,0.0028,6.12,15.2734026297215,300448,136965,1.07404729948361,55,0.002,0.588
"52003",88.3125,105,156,0.29,0.563,9.85,80.1,0.991,0.0673,19.81,0.35,11.2,35.8,47.1,851,886,30.52,0.015,12.1445,15.2059748033842,315400,130292,1.02097285120314,60,0.0056,0.625
"52004",87.4125,93,31,0.26,0.455,10.39,64.5,0.979,0.0837,17.88,0.4,11.4,39.1,51.2,891,941,39.76,0.0264,35.408,22.3842829646138,334329,113225,1.0897233161571,58,0.0101,0.499
"52005",203.655,144,69,0.17,0.521,18.33,97.4,0.977,0.0538,40.94,0.36,11.1,36.2,48.8,964,990,32.9,0.016,43.7355,43.9018670080082,310310,124175,1.0429198912933,62,0.0068,0.562
"52006",216.395,95,55,0.07,0.551,14.54,63.5,0.965,0.0723,29.78,0.38,11.2,37.6,46.9,865,904,34.28,0.0287,49.916,32.1230347461162,359792,112725,1.07954412089261,61,0.0201,0.569
"52007",74.2575,73,12,0.21,0.482,7.48,68.5,1,0.0665,14.29,0.38,11.6,41.8,51.3,886,887,36.84,0.0237,32.309,19.1617253580437,347217,110232,1.11583390921422,50,0.012,0.537
"52009",58.16,142,224,0.37,0.657,11.49,78.7,0.999,0.0634,21.03,0.37,11.2,37.9,49.8,974,955,20.13,0.0529,7.618,10.1637569586679,358525,145236,1.03535694984207,55,0.0288,0.688
"52010",137.865,104,217,0.16,0.508,14.35,71.3,0.997,0.0816,23.83,0.37,10.7,34,44.2,866,881,36.27,0.0112,37.478,28.2479103344044,367129,135772,1.09251570277705,59,0.0066,0.527
"52011",84.635,38,215,0.09,0.527,11.75,30.2,1,0.2355,25.12,0.37,10.5,31.1,40.3,715,755,37.89,0.0242,8.952,11.2316126925187,355532,128170,1.0414054535622,41,0.0127,0.532
"52014",57.7375,240,138,0.21,0.512,11.83,144.8,0.937,0.0115,21.18,0.35,11.3,37.8,52.6,1100,1152,33.3,0.0015,13.982,17.0156610225919,304519,127443,1.07885450399356,48,1e-04,0.553
"52015",23.3275,94,322,0.2,0.658,6.12,73.3,0.933,0.0579,11.77,0.35,10.8,34.2,45.6,906,898,20.44,0.0167,3.822,3.18197536190111,351545,169293,1.1282238118966,44,0.0138,0.669
"52016",15.735,181,63,0.45,0.544,4.86,133.6,1,0.0378,9.14,0.35,11.5,36.6,48.2,934,970,29.2,0,2.561,4.68917461741366,318477,137313,1.08655803068334,53,0,0.586
"52017",55.365,107,327,0.22,0.588,7.48,85.7,0.878,0.0593,16.48,0.35,11.1,37.6,49.1,982,963,26.09,0.0147,9.01,8.26728567408149,349705,160122,1.10965225677976,48,0.0109,0.592
"52025",27.75,163,100,0.28,0.55,5.21,135.5,0.996,0.023,10.61,0.35,11.1,36.7,50.4,1009,1008,28.61,0.0141,9.098,8.52619100408746,308311,128523,1.06764538281433,31,0.0047,0.633
"53002",153.335,89,317,0.1,0.569,13.18,48,0.987,0.1213,24.34,0.34,10.2,30.3,40.1,712,756,33.01,0.0299,16.779,15.2809136815322,397341,157744,1.10094941925197,16,0.0261,0.564
"53004",128.87,120,28,0.24,0.608,15.69,70.9,0.842,0.045,29.37,0.35,11.2,38.6,51,987,958,28.88,0.0093,20.9285,13.7777715106333,357938,160243,1.10939054696267,64,0.0088,0.591
"53005",147.27,125,53,0.15,0.629,14.18,79.5,0.99,0.0409,23.92,0.36,11.2,37.9,50.9,965,972,29.08,0.0437,29.2745,23.8366220869032,368322,155845,1.04870368059742,60,0.0301,0.625
"53006",151.635,73,291,0.09,0.352,13.71,28.6,0.993,0.1452,27.74,0.35,10.6,34.4,46.9,792,795,43.42,0.1138,30.6965,37.3060359613272,367438,182323,1.0519257438117,62,0.0716,0.362
"53007",263.7625,143,54,0.17,0.556,21.09,60.6,0.96,0.0545,40.59,0.36,11.2,37.4,48.9,965,965,29.94,0.0229,57.6365,45.9483275971647,373522,146517,1.10023839748874,62,0.0161,0.563
"53008",305.1675,119,112,0.28,0.637,18.89,28.7,0.988,0.093,34.5,0.34,10.3,33,42,804,836,27.97,0.009,38.1865,28.9147184833087,388258,186712,1.09132495691523,60,0.0077,0.622
"53009",73.635,135,46,0.22,0.64,10.66,68.4,0.983,0.0329,18.49,0.37,11.3,38.3,52.1,999,1018,27.31,0.055,13.372,13.1971344252413,367772,153803,1.04518522492711,56,0.0382,0.643
"53013",99.46,110,280,0.12,0.587,10.46,50.6,0.98,0.0732,18.06,0.34,10.3,32.7,42.1,724,770,32.44,0.0278,13.58,10.1072483412205,401464,172406,1.08486026759518,51,0.0233,0.559
"53017",47.58,111,271,0.23,0.505,8.98,62.7,0.998,0.0503,15.32,0.35,10.8,35.8,46.6,807,808,37.6,0.0163,13.908,9.87815190754694,371787,175081,1.07673866339883,50,0.0124,0.496
"53018",1569.345,109,83,0.1,0.586,44.77,48.9,0.985,0.0961,94.44,0.34,10.6,34.3,44.5,817,840,31.1,0.0298,165.317,144.975003247362,385923,166415,1.04298066149432,54,0.0229,0.575
"53023",77.7275,138,109,0.4,0.724,12.3,28.8,0.999,0.07,20.13,0.34,10.5,33.1,42.6,835,888,22.36,0.0086,7.386,7.10317457198746,381553,184796,1.05903280133671,47,0.0072,0.72
"53025",118.05,179,70,0.26,0.643,12.06,60.5,0.943,0.0453,28.03,0.37,11.4,39.5,51.8,1056,1058,19.93,0.0195,20.942,18.6885873247598,367967,146969,1.09846805966625,44,0.011,0.656
"53026",80.6,84,290,0.2,0.385,9.75,26.4,0.991,0.1692,19.59,0.35,10.4,33.9,46.5,800,804,41.11,0.0642,12.037,20.5562149764625,370303,183923,1.0560157093126,45,0.0432,0.397
"53028",99.485,137,79,0.22,0.733,15.93,75.2,0.999,0.0317,30.03,0.34,10.7,34.6,43.9,835,873,21.99,0.0141,10.6975,8.41646813987079,380979,174611,1.08047862639812,42,0.0107,0.729
"53029",78.115,80,331,0.22,0.548,9.63,43.1,0.972,0.1202,19.52,0.35,10.6,33.7,43.7,759,781,34.61,0.0569,12.0185,10.3300145862204,386578,152687,1.08346690428283,38,0.0474,0.526
"54001",4329.895,175,95,0.07,0.519,119.55,88.6,0.973,0.1055,222.55,0.38,9.9,34.4,44.2,912,934,33.68,0.0199,340.3245,525.746493396789,336744,309876,1.02669456843194,100,0.0117,0.541
"54002",2207.945,99,293,0.03,0.397,65.37,37.8,0.974,0.1142,131.58,0.29,11,32.9,40.9,654,672,43.06,0.0488,175.864,186.599002605905,430858,262006,1.07313006073216,113,0.0415,0.401
"54004",263.5225,104,144,0.19,0.485,17.26,27.9,0.977,0.1038,33.48,0.3,10.8,33,42,667,690,35.78,0.1687,30.577,25.724559452835,434144,279817,1.05537412923107,65,0.1344,0.51
"54005",2026.77,249,99,0.1,0.444,67.88,133.6,0.977,0.0919,121.66,0.5,9.7,38.9,50.8,1147,1163,38.49,0.0042,308.65,531.770000275918,310948,306939,1.0275801518893,71,0.0026,0.47
"54006",323.3825,114,254,0.08,0.622,24.13,59.7,0.978,0.0543,46.92,0.3,10.7,31.1,38.8,693,701,26.95,0.2266,18.692,21.4038193752646,388302,287265,1.06003209244069,28,0.1653,0.655
"54007",320.835,102,153,0.15,0.373,21.2,45.2,0.963,0.0945,35.3,0.28,10.7,32.4,41.6,689,695,41.21,0.0437,61.841,42.5535063765126,411025,265693,1.10340896902796,47,0.0358,0.374
"54008",1124.62,231,141,0.12,0.588,45.1,116.1,0.994,0.0635,82.75,0.36,10.2,33.4,44.3,841,877,28.53,0.006,139.084,119.407200168998,340471,281430,1.05823634061907,67,0.0064,0.612
"54011",186.52,83,209,0.23,0.481,13.52,42,0.983,0.0853,29.37,0.28,10.6,30.7,37,666,675,35.13,0.0575,20.8145,19.7294660977593,391724,268881,1.0616020572745,64,0.0496,0.523
"54012",851.65,93,244,0.04,0.581,29.72,28.2,0.966,0.1636,53.5,0.34,9.7,29.2,36.6,694,718,28.63,0.029,34.6295,54.6451429618953,363754,325596,1.04137405229185,64,0.0199,0.616
"54014",574.5375,288,75,0.1,0.42,31.9,146.1,0.97,0.0597,61.67,0.52,10,42.7,54.9,1256,1231,39.67,0.0045,188.8,217.942743904049,300198,289854,1.04693303089029,55,0.0031,0.449
"54016",261.9425,89,116,0.1,0.587,29.67,22.2,0.981,0.2212,49.1,0.34,9.4,29,36.5,693,712,27.47,0.0135,10.9845,20.5960393897879,351700,328761,1.02602885948259,54,0.0103,0.615
"54017",287.41,74,113,0.1,0.535,21,60.4,0.99,0.0766,41.15,0.33,10.1,32,41.4,685,713,35.6,0.0099,48.071,26.6715403830835,370614,233392,1.14551265793598,61,0.0123,0.57
"54018",172.8525,183,52,0.18,0.499,16.57,89.5,0.991,0.0756,30.32,0.42,9.7,32,41,757,781,31.56,0.0213,23.2,25.2570518975069,336282,305666,1.03656682118277,61,0.0048,0.508
"54019",346.0575,119,272,0.13,0.421,38.44,30.3,0.95,0.108,61.6,0.29,11.5,31.6,39.6,654,692,42.53,0.0455,28.6,33.2972895651786,453917,278534,1.12132481682583,61,0.035,0.424
"54020",188.0775,102,129,0.11,0.61,19.26,29.5,0.954,0.1899,34.78,0.4,9.2,29,37.4,739,773,26.5,0.0144,10.6215,15.3411607213799,337383,328872,1.04159917514884,60,0.0081,0.654
"54022",8.7475,501,116,0.43,0.266,2.94,180.3,1,0.0098,5.78,0.66,13.2,72.9,97.8,2481,2254,52.68,0,14.9875,19.8788791536753,283260,288067,1.034622151503,38,0,0.323
"54023",93.9325,78,316,0.37,0.367,8.38,42.7,0.988,0.1528,16.26,0.29,10.9,32.5,41.8,653,682,47.79,0.0312,10.216,14.260632200014,409678,241837,1.0723907917754,55,0.0349,0.331
"54024",255.2225,96,171,0.09,0.628,19.62,39.9,0.943,0.0806,36.66,0.34,10.5,29.6,36.3,687,712,30.56,0.0525,6.77,14.7299567790321,377365,302083,1.06263849386861,53,0.0308,0.642
"54025",53.3325,342,58,0.1,0.396,7.78,161.3,1,0.0241,15.22,0.59,10.1,42.2,55.5,1268,1291,40.26,7e-04,23.5005,34.4924666124958,296850,279005,1.04358834667955,54,0,0.439
"54026",31.3075,122,319,0.38,0.461,10.96,79.5,0.975,0.1031,17.15,0.33,10.4,33.7,43,726,722,36.07,0.205,9.275,5.61634354675437,396162,221242,1.04753642271809,31,0.1583,0.443
"54027",196.7075,179,153,0.12,0.734,12.54,124.4,0.95,0.0154,29.7,0.32,10.4,35.2,46.6,827,888,20.43,0.0307,11.61,12.3152961217042,388502,205049,1.0742606839308,54,0.0236,0.738
"54028",779.1425,291,126,0.14,0.412,35.66,161.1,0.969,0.0521,66.94,0.51,9.9,42.3,56.4,1339,1368,41.06,9e-04,273.18,315.09345735106,307743,318661,1.05613363852294,54,7e-04,0.439
"54029",1483.6475,212,132,0.12,0.575,69.48,110.1,0.994,0.0618,117.13,0.35,10.4,33.6,44.2,818,853,30.81,0.0065,181,148.745285577329,346634,279097,1.05020656848829,53,0.0066,0.6
"54034",44.16,127,67,0.13,0.624,8.02,91.9,0.997,0.0114,15.18,0.32,11.2,33.1,44.2,714,755,18.84,0.0114,9.6,4.51469795500477,372211,276712,1.1118691091422,52,0.0042,0.634
"54036",92.83,127,329,0.27,0.479,12.29,77.7,0.99,0.0695,21.5,0.32,10.5,32.4,42.1,701,737,39.2,0.0116,13.931,12.9243762619562,403963,231925,1.09796400858677,51,0.0169,0.479
"54038",241.125,322,141,0.18,0.427,19.42,202.4,0.996,0.0382,35.25,0.51,9.7,40.6,55.7,1274,1272,38.6,9e-04,79.3195,114.353728916754,312720,327196,1.03584189364796,50,8e-04,0.477
"54040",159.865,98,228,0.14,0.573,19.07,30,0.931,0.1124,32.86,0.34,10.1,29.1,35.1,700,737,30.18,0.0075,4.9535,12.2031351014238,375822,322858,1.06171589847916,50,0.0066,0.588
"54041",193.485,107,221,0.11,0.604,19.72,36.1,0.954,0.1195,37.38,0.34,9.6,28.9,37.4,719,757,27.5,0.0153,12.4435,14.9778735591772,367079,333734,1.08928453537823,42,0.011,0.645
"54044",95.725,125,252,0.15,0.635,16.36,44.1,0.96,0.1005,26.94,0.34,9.7,29.7,38.8,739,794,25.06,0.0194,4.69,8.01694708432143,372026,336282,1.07293381970407,51,0.0137,0.698
"54057",9885.46,145,119,0.04,0.496,134.61,73.2,0.978,0.106,286.61,0.32,10.3,33.3,42.5,793,815,35.9,0.0347,484.025,852.883617143195,369150,284667,1.02269945726133,51,0.0269,0.513
"54080",174.42,349,75,0.13,0.406,15.13,166.7,0.928,0.0294,27.25,0.64,11.1,52.5,68.9,1611,1548,40.92,0.0026,96.215,97.6655313698913,291590,284733,1.11686648159829,23,0.0014,0.448
"54091",3.4575,529,131,0.4,0.266,2.25,159.4,1,0.0118,4.43,0.66,13.4,72.9,98,2513,2227,54.11,0,5.915,9.10984815022022,283142,288978,1.02435902553,48,0,0.304
"54092",3.1875,514,96,0.47,0.265,2.18,214.3,1,0.0015,4.08,0.66,13.2,73.3,98.2,2536,2323,52.22,0,6.2875,8.57249053442341,282914,287310,1.04418646800616,48,0,0.329
"54102",109.5825,142,256,0.13,0.353,10.97,35,0.906,0.0951,21.51,0.29,12,31.5,38.9,668,695,44.77,0.0063,13.3405,13.2713429225733,462406,279064,1.10009843512294,44,0.0047,0.354
"54106",185.16,143,27,0.11,0.416,13.17,65.1,0.993,0.0417,24.01,0.32,10.9,34.7,42.9,677,702,41.27,0.0112,30.648,25.4314780482273,424858,236672,1.12130958591051,50,0.015,0.454
"54111",243.365,131,260,0.11,0.36,15.47,31.9,0.956,0.1016,30.54,0.29,11.7,31.4,39.2,658,694,44.12,0.0343,27.626,29.7159370201014,458441,279966,1.18254719053739,35,0.025,0.362
"54114",1012.485,106,261,0.04,0.41,39.52,30.7,0.968,0.1187,76.94,0.3,11.2,32.6,40.8,654,679,42.51,0.0733,74.6415,91.093363234659,444445,273270,1.09209832849135,50,0.0583,0.417
"54906",323.235,114,254,0.08,0.622,24.02,59.7,0.978,0.0542,46.79,0.3,10.7,31.1,38.8,693,701,26.95,0.2264,17.296,21.3955110956638,388305,287270,1.06426666472083,40,0.1651,0.655
"54907",320.835,102,153,0.15,0.373,21.2,45.2,0.963,0.0945,35.3,0.28,10.7,32.4,41.6,689,695,41.21,0.0437,40.8765,42.5535063765126,411025,265693,1.07640209832403,22,0.0358,0.374
"55002",1894.2575,297,128,0.08,0.421,95.63,134.4,0.967,0.0693,157.73,0.5,10.2,42.4,56.1,1230,1269,39.67,0.0029,410.053,575.189615297926,306152,255939,1.03893914368849,49,0.002,0.472
"55004",73.0125,412,152,0.19,0.342,11.67,188.7,1,0.0284,23.04,0.65,11.4,52.8,70,1845,1913,46.25,0.0033,56.542,80.8656075382006,284963,252747,1.07433570217884,45,9e-04,0.402
"55005",164.465,392,118,0.1,0.361,18.22,183.4,0.997,0.0414,36.96,0.59,11.1,53.1,70.7,1656,1621,43.69,0.0014,115.322,136.522811813996,291754,277165,1.154061005035,31,8e-04,0.419
"55007",1283.4025,343,132,0.09,0.387,42.94,152.4,0.96,0.0412,84.45,0.53,10.3,44.7,60,1386,1413,42.23,0.0022,514.535,520.28951435338,298496,263086,1.05403199262415,83,0.001,0.426
"55010",27.25,482,137,0.23,0.304,4.98,211.7,1,0.0188,9.99,0.66,13,72.3,96.8,2341,2320,47.73,0,50.404,46.7486605416998,281567,284221,1.05146291893935,54,1e-04,0.386
"55012",246.6575,333,136,0.11,0.38,20.67,158.6,0.997,0.0419,39.53,0.65,10.8,50,66.4,1627,1639,42.75,0.002,191.021,180.890064584107,289404,250198,1.05634578109708,54,4e-04,0.431
"55013",125.8975,303,103,0.2,0.468,14.84,130.1,0.999,0.0382,28.33,0.49,9.8,37.5,48.7,962,1086,34.31,0.0046,27.7575,36.8455207723611,323593,254543,1.05399398992775,54,0.003,0.553
"55014",202.545,299,122,0.18,0.54,17.88,158.5,0.996,0.0646,31.7,0.49,9.8,36.1,47.3,977,1062,31.41,9e-04,26.504,45.0353265512543,324893,265277,1.09214063142346,55,0.0023,0.593
"55016",358.945,324,157,0.07,0.398,32.92,132.2,0.998,0.0428,62.29,0.49,9.6,36.2,48.5,1066,1129,40.33,0.0031,120.124,130.519678652957,309100,270212,1.04103346337647,48,0.0018,0.427
"55018",143.8225,138,174,0.13,0.546,18.01,68,0.991,0.0644,35.73,0.32,10.6,32.9,41.6,706,730,39.21,0.0087,22.159,15.5278992975322,364133,252326,1.05648982710673,55,0.0105,0.567
"55021",365.885,232,136,0.19,0.56,28.36,125.6,0.992,0.0901,54.51,0.37,10,35,44.9,877,951,30.24,0.0035,42.9715,55.1713675126177,334075,264541,1.09368461300563,38,0.005,0.61
"55023",4016.255,227,127,0.1,0.496,130.34,116.1,0.979,0.0824,244.16,0.38,10.1,38.7,50.3,1010,1054,35.6,0.0072,492.1,660.637957931596,326243,248368,1.05119533530341,53,0.0067,0.542
"55025",131.6225,239,353,0.04,0.506,12.02,104.6,0.95,0.0367,20.76,0.54,9.9,39.2,49.7,999,1001,30.55,0.0043,54.87,30.8604730196794,312746,232033,1.08523510532095,51,0.0017,0.576
"55026",172.1175,387,125,0.1,0.366,18.19,180.2,0.997,0.0409,37.65,0.59,11.1,52.7,70,1636,1603,43.36,0.0025,115.1575,138.403374533433,292073,276806,1.05411738589543,54,0.0015,0.423
"55029",355.0075,228,103,0.14,0.554,20.04,129.9,0.997,0.0723,40.49,0.41,10.1,39.8,51.3,956,999,35.28,0.003,151.2535,66.6320199901651,334941,231599,1.0538715160507,46,0.0034,0.583
"55032",183.775,449,98,0.1,0.342,12.84,145.9,0.761,0.0233,25.21,0.65,11.3,54.9,75.3,1825,1838,50.33,0,120.2,68.4614656935746,286480,267070,1.04965715478958,41,0,0.353
"56001",913.2475,312,109,0.07,0.559,55.21,159.7,0.98,0.0445,94.53,0.56,11.1,50.2,66.4,1367,1386,28.86,0.0064,378.75,248.65376461112,308053,225003,1.0406864746492,62,0.0045,0.597
"56002",211.82,317,183,0.18,0.499,22.27,182.3,0.975,0.0391,41.98,0.49,11.8,52.7,70,1454,1529,29.79,0.0743,106.3,92.9778625610752,318995,202611,1.04228771625106,65,0.0509,0.538
"56003",62.6575,311,175,0.21,0.449,10.94,121,0.999,0.0268,21.79,0.53,10.4,43.1,56.6,1171,1257,35.2,0.0026,23.456,30.3907828139623,302460,237118,1.12176960286577,21,9e-04,0.529
"56004",545.44,328,101,0.06,0.495,30.17,148.6,0.974,0.037,53.06,0.57,11.4,52.2,70.2,1478,1492,35.03,0.0039,349.7,214.200860409688,297275,229570,1.04868659959255,57,0.002,0.547
"56006",184.735,344,37,0.05,0.424,13.11,136.4,0.963,0.0365,24.81,0.62,12.2,59.6,82.1,1674,1674,40.54,0.0016,163.6,116.250776173623,288961,227657,1.05084203312584,44,8e-04,0.477
"56011",76.41,320,165,0.18,0.488,18.36,138,0.973,0.0321,34.46,0.49,11.9,53.4,71.7,1481,1535,30.46,0.0708,32.1495,41.0383676780552,316027,203332,1.12216775718786,12,0.0456,0.523
"56012",82.795,431,147,0.15,0.621,11.75,240.8,0.984,0.0132,25.61,0.54,10.4,46.1,58.9,1241,1278,18.04,0.0011,22.525,22.7085020833509,324467,224693,1.05683790560372,48,1e-04,0.648
"56013",63.545,349,151,0.18,0.406,11.95,137.9,1,0.0257,23.08,0.61,10.7,45.5,59.5,1299,1426,38.25,3e-04,34.59,40.4635781985681,297636,238410,1.03581417514353,51,0,0.495
"57004",103.295,270,172,0.11,0.379,15.26,142.3,0.972,0.0522,28.85,0.54,13.1,66.9,90,1773,1762,40.18,0.0698,76.22,87.0807001226622,299657,203436,1.041134855141,62,0.0392,0.421
"57005",451.685,320,156,0.14,0.375,22.67,163.6,0.949,0.0383,45.92,0.5,12.7,63.6,84.7,1833,1845,43.27,0.06,353.75,294.056222227309,301955,203106,1.05563083538123,56,0.0405,0.409
"57006",102.695,328,116,0.16,0.315,14.22,210.3,0.986,0.0372,25.7,0.49,13.7,71.8,94.9,2183,2208,47.76,0.0761,116.95,127.275906050787,296994,196345,1.05196345464389,54,0.0591,0.365
"57007",193.84,367,180,0.2,0.386,20.71,153.1,0.906,0.033,37.87,0.52,12,58.4,78.7,1719,1731,44.68,0.0441,165.95,111.114771789888,304645,209135,1.10403582853042,50,0.03,0.402
"57008",185.605,224,154,0.17,0.505,27.45,125.7,0.981,0.0538,51.98,0.48,11.9,50.6,66.5,1409,1445,33.17,0.0767,91.01,79.9473129124413,315340,195333,1.03341536068719,51,0.0479,0.521
"57009",146.445,104,145,0.1,0.577,18.33,81.9,0.984,0.0753,32.14,0.47,12.1,47.1,61,1350,1401,34.24,0.0461,54.09,49.0206388581801,305560,182027,1.08122175308282,49,0.0288,0.577
"57010",38.88,172,148,0.22,0.436,6.51,117.9,1,0.0442,12.46,0.47,12.8,55.5,70.2,1620,1604,39,0.0338,38.798,32.796492251002,302130,186932,1.07039021283244,24,0.0219,0.455
"57014",63.565,351,156,0.26,0.413,10.08,144,0.959,0.0258,20.08,0.53,11.7,53.8,71.4,1502,1552,38.42,0.0541,54.0725,41.8339197017224,312138,205441,1.074078641912,22,0.037,0.439
"57015",111.25,430,176,0.22,0.344,11.1,156.6,0.85,0.0273,21.28,0.55,12.1,60.5,82.4,1858,1884,49.89,0.0121,93.68,66.2988537876847,302337,214029,1.05160678808129,45,0.0087,0.352
"57017",16.64,427,144,0.19,0.27,3.26,217.4,0.999,0.0117,6.66,0.57,13.8,75,101.4,2458,2470,52.88,0.0156,24.32,33.776728500948,291966,200083,1.05521861057329,22,0.0135,0.317
"58001",157.79,211,187,0.18,0.435,13.93,171.3,0.998,0.0378,25.34,0.52,12.5,54.4,72.3,1775,1846,36.37,0.0565,118.5,119.004079837086,290379,188501,1.03602276916175,63,0.0392,0.478
"58002",190.6975,318,198,0.17,0.327,17.56,146.9,0.983,0.0427,32.37,0.62,12.5,63.8,88.1,1946,1977,47.79,0.0114,224,187.60276486425,290206,210212,1.04403861986089,45,0.0073,0.346
"58005",74.295,268,192,0.22,0.431,9.22,222.1,0.999,0.0248,16.37,0.52,12.9,59.5,78.8,1976,2008,35.75,0.0327,52.96,70.784680715788,293419,189898,1.07737932728735,54,0.0214,0.492
