"","AREA","ALTBAR","ASPBAR","ASPVAR","BFIHOST19","DPLBAR","DPSBAR","FARL","FPEXT","LDP","PROPWET","RMED-1H","RMED-1D","RMED-2D","SAAR","SAAR4170","SPRHOST","URBEXT2000","Easting","Northing","QMED","Lcv","LSkew","LKurt","L1","L2","N"
"50006",326.995,210,216,0.17,0.453,19.53,124.9,0.999,0.0316,33.19,0.54,12.1,42.3,55.3,1306,1359,36.85,0.0035,274174,128744,119.9575,0.154048987216504,0.13164018157649,0.0892209733929597,123.499137931034,19.0249171203872,58
"51001",74.2275,145,1,0.14,0.559,9.03,129.9,0.988,0.0382,15.38,0.35,11.4,37.4,48.5,911,978,27.63,0.0105,309710,137416,12.795,0.311666691254739,0.360370829816213,0.32823899154549,14.6522,4.56660269360269,55
"51003",36.7025,252,37,0.2,0.499,6.84,194.4,0.982,0.0048,12.13,0.38,11.8,43.9,59.7,1151,1241,31.4,0.0028,300448,136965,6.12,0.202410079538256,0.0864660677340938,0.153487934016003,6.45772727272727,1.30710909090909,55
"52004",87.4125,93,31,0.26,0.455,10.39,64.5,0.979,0.0837,17.88,0.4,11.4,39.1,51.2,891,941,39.76,0.0264,334329,113225,35.408,0.206789710850437,0.045754916854503,0.0396470165856152,35.6434310344828,7.37069479733817,58
"52005",203.655,144,69,0.17,0.521,18.33,97.4,0.977,0.0538,40.94,0.36,11.1,36.2,48.8,964,990,32.9,0.016,310310,124175,43.7355,0.187452681894101,0.0495559751779691,0.12208987254216,45.0764516129032,8.44970174510841,62
"52009",58.16,142,224,0.37,0.657,11.49,78.7,0.999,0.0634,21.03,0.37,11.2,37.9,49.8,974,955,20.13,0.0529,358525,145236,7.618,0.104406660799939,-0.217885282386207,0.0938463312223266,7.30938181818182,0.763148148148148,55
"52010",137.865,104,217,0.16,0.508,14.35,71.3,0.997,0.0816,23.83,0.37,10.7,34,44.2,866,881,36.27,0.0112,367129,135772,37.478,0.266922213676038,0.320143249710635,0.208848526342946,41.9603898305085,11.2001601402688,59
"53004",128.87,120,28,0.24,0.608,15.69,70.9,0.842,0.045,29.37,0.35,11.2,38.6,51,987,958,28.88,0.0093,357938,160243,20.9285,0.261776918177539,0.163712923367664,0.169318244409529,23.143140625,6.0583400297619,64
"53006",151.635,73,291,0.09,0.352,13.71,28.6,0.993,0.1452,27.74,0.35,10.6,34.4,46.9,792,795,43.42,0.1138,367438,182323,30.6965,0.205400037922983,0.134553109301431,0.1373423676747,32.1227741935484,6.59801903754627,62
"53007",263.7625,143,54,0.17,0.556,21.09,60.6,0.96,0.0545,40.59,0.36,11.2,37.4,48.9,965,965,29.94,0.0229,373522,146517,57.6365,0.180538724333224,0.113863126494581,0.0205619208579386,58.3455806451613,10.5336367001586,62
"53008",305.1675,119,112,0.28,0.637,18.89,28.7,0.988,0.093,34.5,0.34,10.3,33,42,804,836,27.97,0.009,388258,186712,38.1865,0.271410113188441,0.17667140237951,0.122161751296392,42.6344666666667,11.5714254237288,60
"53009",73.635,135,46,0.22,0.64,10.66,68.4,0.983,0.0329,18.49,0.37,11.3,38.3,52.1,999,1018,27.31,0.055,367772,153803,13.372,0.185176215921115,0.16226266767036,0.167253405680625,14.463375,2.67827305194805,56
"53013",99.46,110,280,0.12,0.587,10.46,50.6,0.98,0.0732,18.06,0.34,10.3,32.7,42.1,724,770,32.44,0.0278,401464,172406,13.58,0.240509561481763,0.221168217630912,0.155656032291715,16.3308431372549,3.92772392156863,51
"53017",47.58,111,271,0.23,0.505,8.98,62.7,0.998,0.0503,15.32,0.35,10.8,35.8,46.6,807,808,37.6,0.0163,371787,175081,13.908,0.238184002646639,0.0868728218505344,0.105353223265876,14.32514,3.41201918367347,50
"53018",1569.345,109,83,0.1,0.586,44.77,48.9,0.985,0.0961,94.44,0.34,10.6,34.3,44.5,817,840,31.1,0.0298,385923,166415,165.317,0.143450998422884,0.065170645592484,0.125828668083195,167.533944444444,24.0329116002795,54
"53023",77.7275,138,109,0.4,0.724,12.3,28.8,0.999,0.07,20.13,0.34,10.5,33.1,42.6,835,888,22.36,0.0086,381553,184796,7.386,0.232093880426483,0.144639347244165,0.145544943415355,7.83006382978723,1.81730989824237,47
"53026",80.6,84,290,0.2,0.385,9.75,26.4,0.991,0.1692,19.59,0.35,10.4,33.9,46.5,800,804,41.11,0.0642,370303,183923,12.037,0.160615925329782,0.143690379423478,0.135254704845188,12.7857555555556,2.05359595959596,45
"53028",99.485,137,79,0.22,0.733,15.93,75.2,0.999,0.0317,30.03,0.34,10.7,34.6,43.9,835,873,21.99,0.0141,380979,174611,10.6975,0.173102589195685,-0.106089472288281,0.0377604391766049,9.77745238095238,1.69250232288037,42
"53029",78.115,80,331,0.22,0.548,9.63,43.1,0.972,0.1202,19.52,0.35,10.6,33.7,43.7,759,781,34.61,0.0569,386578,152687,12.0185,0.217066347187248,0.279031220074417,0.173137425636407,13.3123157894737,2.88965576102418,38
"54001",4329.895,175,95,0.07,0.519,119.55,88.6,0.973,0.1055,222.55,0.38,9.9,34.4,44.2,912,934,33.68,0.0199,336744,309876,340.3245,0.139318955592447,0.128150135070474,0.13726518878039,350.40888,48.8185991919192,100
"54002",2207.945,99,293,0.03,0.397,65.37,37.8,0.974,0.1142,131.58,0.29,11,32.9,40.9,654,672,43.06,0.0488,430858,262006,175.864,0.271365867947196,0.106167684890052,0.1119108175799,183.167504424779,49.705408817952,113
"54004",263.5225,104,144,0.19,0.485,17.26,27.9,0.977,0.1038,33.48,0.3,10.8,33,42,667,690,35.78,0.1687,434144,279817,30.577,0.233497510169729,0.184878780138689,0.122211471357741,32.9030769230769,7.68278653846154,65
"54005",2026.77,249,99,0.1,0.444,67.88,133.6,0.977,0.0919,121.66,0.5,9.7,38.9,50.8,1147,1163,38.49,0.0042,310948,306939,308.65,0.142460961296615,0.0535693345080008,0.12785352263744,313.711014084507,44.6915726358149,71
"54008",1124.62,231,141,0.12,0.588,45.1,116.1,0.994,0.0635,82.75,0.36,10.2,33.4,44.3,841,877,28.53,0.006,340471,281430,139.084,0.191001699389895,0.151599387266166,0.0474492895045569,146.650656716418,28.0105246494799,67
"54011",186.52,83,209,0.23,0.481,13.52,42,0.983,0.0853,29.37,0.28,10.6,30.7,37,666,675,35.13,0.0575,391724,268881,20.8145,0.200548647530847,0.042793352105425,0.158174655361904,21.483203125,4.30842733134921,64
"54012",851.65,93,244,0.04,0.581,29.72,28.2,0.966,0.1636,53.5,0.34,9.7,29.2,36.6,694,718,28.63,0.029,363754,325596,34.6295,0.149082367557822,0.0283901564601381,0.139444924664527,34.362484375,5.12284052579365,64
"54014",574.5375,288,75,0.1,0.42,31.9,146.1,0.97,0.0597,61.67,0.52,10,42.7,54.9,1256,1231,39.67,0.0045,300198,289854,188.8,0.178232775889222,0.24499787644667,0.217046412653201,209.257981818182,37.296630976431,55
"54016",261.9425,89,116,0.1,0.587,29.67,22.2,0.981,0.2212,49.1,0.34,9.4,29,36.5,693,712,27.47,0.0135,351700,328761,10.9845,0.221458935778921,0.439188364291385,0.353147911026932,13.0645185185185,2.89325436757512,54
"54020",188.0775,102,129,0.11,0.61,19.26,29.5,0.954,0.1899,34.78,0.4,9.2,29,37.4,739,773,26.5,0.0144,337383,328872,10.6215,0.142783162406952,0.00815397653829155,0.151049227203563,10.5682,1.50896101694915,60
"54022",8.7475,501,116,0.43,0.266,2.94,180.3,1,0.0098,5.78,0.66,13.2,72.9,97.8,2481,2254,52.68,0,283260,288067,14.9875,0.156173058865315,0.170772982123594,0.295346403749428,15.223,2.37742247510669,38
"54024",255.2225,96,171,0.09,0.628,19.62,39.9,0.943,0.0806,36.66,0.34,10.5,29.6,36.3,687,712,30.56,0.0525,377365,302083,6.77,0.267281870225516,0.396911455046026,0.273848922507058,8.09098113207547,2.16257256894049,53
"54025",53.3325,342,58,0.1,0.396,7.78,161.3,1,0.0241,15.22,0.59,10.1,42.2,55.5,1268,1291,40.26,7e-04,296850,279005,23.5005,0.197108993255252,0.267616435563483,0.218924317844995,26.1123518518519,5.14697938504542,54
"54027",196.7075,179,153,0.12,0.734,12.54,124.4,0.95,0.0154,29.7,0.32,10.4,35.2,46.6,827,888,20.43,0.0307,388502,205049,11.61,0.276927700233202,0.317208536781666,0.278643870243136,13.0058518518519,3.60168064290706,54
"54028",779.1425,291,126,0.14,0.412,35.66,161.1,0.969,0.0521,66.94,0.51,9.9,42.3,56.4,1339,1368,41.06,9e-04,307743,318661,273.18,0.205937331301369,0.287201973656394,0.231320376953336,300.316592592593,61.8463976240391,54
"54029",1483.6475,212,132,0.12,0.575,69.48,110.1,0.994,0.0618,117.13,0.35,10.4,33.6,44.2,818,853,30.81,0.0065,346634,279097,181,0.146576405382714,0.0503481317714093,0.101073799220442,177.884905660377,26.0737300435414,53
"54036",92.83,127,329,0.27,0.479,12.29,77.7,0.99,0.0695,21.5,0.32,10.5,32.4,42.1,701,737,39.2,0.0116,403963,231925,13.931,0.323688795993074,0.311014389648367,0.278270307657937,17.2798823529412,5.59330431372549,51
"54038",241.125,322,141,0.18,0.427,19.42,202.4,0.996,0.0382,35.25,0.51,9.7,40.6,55.7,1274,1272,38.6,9e-04,312720,327196,79.3195,0.158825211759141,0.193338805737809,0.13911656784561,84.22748,13.3774473469388,50
"54040",159.865,98,228,0.14,0.573,19.07,30,0.931,0.1124,32.86,0.34,10.1,29.1,35.1,700,737,30.18,0.0075,375822,322858,4.9535,0.274893959851916,0.366624209033098,0.325688414730494,5.6438,1.55144653061225,50
"54041",193.485,107,221,0.11,0.604,19.72,36.1,0.954,0.1195,37.38,0.34,9.6,28.9,37.4,719,757,27.5,0.0153,367079,333734,12.4435,0.186863654782154,0.109106588925818,0.125195635228937,13.1892142857143,2.46458478513357,42
"54057",9885.46,145,119,0.04,0.496,134.61,73.2,0.978,0.106,286.61,0.32,10.3,33.3,42.5,793,815,35.9,0.0347,369150,284667,484.025,0.126826847611772,0.389198313473763,0.383627106569562,526.54831372549,66.780462745098,51
"54080",174.42,349,75,0.13,0.406,15.13,166.7,0.928,0.0294,27.25,0.64,11.1,52.5,68.9,1611,1548,40.92,0.0026,291590,284733,96.215,0.2471131632282,0.262995285056687,0.202553261061336,110.41052173913,27.2838932806324,23
"54111",243.365,131,260,0.11,0.36,15.47,31.9,0.956,0.1016,30.54,0.29,11.7,31.4,39.2,658,694,44.12,0.0343,458441,279966,27.626,0.38055912337336,0.302443123708688,0.102398714535017,36.5232,13.8992369747899,35
"54114",1012.485,106,261,0.04,0.41,39.52,30.7,0.968,0.1187,76.94,0.3,11.2,32.6,40.8,654,679,42.51,0.0733,444445,273270,74.6415,0.283509146633905,0.142998162274631,0.15476301056717,80.23632,22.7477306122449,50
"54906",323.235,114,254,0.08,0.622,24.02,59.7,0.978,0.0542,46.79,0.3,10.7,31.1,38.8,693,701,26.95,0.2264,388305,287270,17.296,0.255921728741135,0.380128097606886,0.317554446251937,20.2571,5.18423205128205,40
"55002",1894.2575,297,128,0.08,0.421,95.63,134.4,0.967,0.0693,157.73,0.5,10.2,42.4,56.1,1230,1269,39.67,0.0029,306152,255939,410.053,0.117908483076032,0.13450243999916,0.0994778990742056,432.364102040816,50.9793954081633,49
"55004",73.0125,412,152,0.19,0.342,11.67,188.7,1,0.0284,23.04,0.65,11.4,52.8,70,1845,1913,46.25,0.0033,284963,252747,56.542,0.159441632270547,0.255006485695797,0.12570149773772,60.9966222222222,9.72540101010102,45
"55007",1283.4025,343,132,0.09,0.387,42.94,152.4,0.96,0.0412,84.45,0.53,10.3,44.7,60,1386,1413,42.23,0.0022,298496,263086,514.535,0.185301587453103,0.215071387609784,0.14639080571115,574.510325301205,106.457675286512,83
"55013",125.8975,303,103,0.2,0.468,14.84,130.1,0.999,0.0382,28.33,0.49,9.8,37.5,48.7,962,1086,34.31,0.0046,323593,254543,27.7575,0.190868179088415,0.150157996796921,0.144434016492209,29.1208148148148,5.55823689727463,54
"55021",365.885,232,136,0.19,0.56,28.36,125.6,0.992,0.0901,54.51,0.37,10,35,44.9,877,951,30.24,0.0035,334075,264541,42.9715,0.166922916064193,0.0934477195755084,0.0612986635673068,44.075552631579,7.35721977240398,38
"55026",172.1175,387,125,0.1,0.366,18.19,180.2,0.997,0.0409,37.65,0.59,11.1,52.7,70,1636,1603,43.36,0.0025,292073,276806,115.1575,0.168380336960033,0.118938553866375,0.0958885684013216,123.792703703704,20.8442571628232,54
"55029",355.0075,228,103,0.14,0.554,20.04,129.9,0.997,0.0723,40.49,0.41,10.1,39.8,51.3,956,999,35.28,0.003,334941,231599,151.2535,0.181702780576227,0.223009006456733,0.133867909204199,156.228695652174,28.3871884057971,46
"56001",913.2475,312,109,0.07,0.559,55.21,159.7,0.98,0.0445,94.53,0.56,11.1,50.2,66.4,1367,1386,28.86,0.0064,308053,225003,378.75,0.171959647013197,0.198065180690479,0.102818436436636,414.979612903226,71.3597477525119,62
"56002",211.82,317,183,0.18,0.499,22.27,182.3,0.975,0.0391,41.98,0.49,11.8,52.7,70,1454,1529,29.79,0.0743,318995,202611,106.3,0.165759551959113,0.158046151414544,0.140781721088962,111.907369230769,18.5497153846154,65
"56004",545.44,328,101,0.06,0.495,30.17,148.6,0.974,0.037,53.06,0.57,11.4,52.2,70.2,1478,1492,35.03,0.0039,297275,229570,349.7,0.205387267778074,0.156072599778104,0.132483469379822,364.745807017544,74.9141447368421,57
"56006",184.735,344,37,0.05,0.424,13.11,136.4,0.963,0.0365,24.81,0.62,12.2,59.6,82.1,1674,1674,40.54,0.0016,288961,227657,163.6,0.199563990772591,0.183012212302265,0.234965715258445,165.682045454545,33.0641701902748,44
"57005",451.685,320,156,0.14,0.375,22.67,163.6,0.949,0.0383,45.92,0.5,12.7,63.6,84.7,1833,1845,43.27,0.06,301955,203106,353.75,0.179150045420274,0.128786984475726,0.146357549637368,357.700053571429,64.0819808441559,56
"57006",102.695,328,116,0.16,0.315,14.22,210.3,0.986,0.0372,25.7,0.49,13.7,71.8,94.9,2183,2208,47.76,0.0761,296994,196345,116.95,0.152437064867482,0.103188139556787,0.138607067133508,122.10987037037,18.614070230608,54
"57007",193.84,367,180,0.2,0.386,20.71,153.1,0.906,0.033,37.87,0.52,12,58.4,78.7,1719,1731,44.68,0.0441,304645,209135,165.95,0.239512905680045,0.144675206221809,0.164295277742618,161.50318,38.6820959183673,50
"57009",146.445,104,145,0.1,0.577,18.33,81.9,0.984,0.0753,32.14,0.47,12.1,47.1,61,1350,1401,34.24,0.0461,305560,182027,54.09,0.192868493342477,0.218855436037366,0.0797923944145253,63.7476326530612,12.2949098639456,49
"57010",38.88,172,148,0.22,0.436,6.51,117.9,1,0.0442,12.46,0.47,12.8,55.5,70.2,1620,1604,39,0.0338,302130,186932,38.798,0.146418490474117,0.163522862858633,0.0319197973631636,40.2345833333333,5.89108695652174,24
"57014",63.565,351,156,0.26,0.413,10.08,144,0.959,0.0258,20.08,0.53,11.7,53.8,71.4,1502,1552,38.42,0.0541,312138,205441,54.0725,0.164449842204866,0.14257715840111,0.289219254298778,55.7122727272727,9.16187445887446,22
"57015",111.25,430,176,0.22,0.344,11.1,156.6,0.85,0.0273,21.28,0.55,12.1,60.5,82.4,1858,1884,49.89,0.0121,302337,214029,93.68,0.194235589918677,0.125553650458125,0.227934449225198,96.3142,18.7076454545455,45
"57017",16.64,427,144,0.19,0.27,3.26,217.4,0.999,0.0117,6.66,0.57,13.8,75,101.4,2458,2470,52.88,0.0156,291966,200083,24.32,0.137563192510662,0.0522506648683339,0.180516205494255,24.8253636363636,3.41505627705628,22
"58001",157.79,211,187,0.18,0.435,13.93,171.3,0.998,0.0378,25.34,0.52,12.5,54.4,72.3,1775,1846,36.37,0.0565,290379,188501,118.5,0.143294837854353,0.0333436442028303,0.110374268088942,123.032825396825,17.629968766001,63
"58002",190.6975,318,198,0.17,0.327,17.56,146.9,0.983,0.0427,32.37,0.62,12.5,63.8,88.1,1946,1977,47.79,0.0114,290206,210212,224,0.167765766180651,0.302549205746573,0.310577963603172,238.464266666667,40.0061404040404,45
"58005",74.295,268,192,0.22,0.431,9.22,222.1,0.999,0.0248,16.37,0.52,12.9,59.5,78.8,1976,2008,35.75,0.0327,293419,189898,52.96,0.200410506674218,0.150996887723418,0.064626154720458,57.9584074074074,11.6154737945493,54
"58006",65.32,401,194,0.28,0.298,10.58,131.7,0.975,0.0297,18.2,0.62,12.5,63.5,86.4,1981,2112,51.3,2e-04,294645,214980,88.1445,0.17559350646596,0.134456814402374,0.215722111973573,89.5641153846154,15.7268770739065,52
"58007",51,212,167,0.13,0.434,8.28,158.5,0.997,0.0302,17.53,0.52,12.5,55,73,1777,1874,36.93,0.0539,286685,190142,44.52,0.130030037072117,0.0958310540549445,0.187945057828746,45.1812264150943,5.87491654571843,53
"58012",89.705,306,266,0.17,0.383,13.15,210.2,1,0.0173,23.56,0.53,12.7,60,80.4,2036,2064,40.17,0.0202,284353,196824,95.06,0.151108696092057,0.0611899437253105,0.0521676138003566,97.0432888888889,14.6640848484848,45
"59001",227.4525,287,195,0.26,0.384,21.5,143.1,0.996,0.0503,39.86,0.62,12.1,58,81,1890,1940,42.54,0.0238,277705,212027,257.2,0.132199956762265,0.229904726663517,0.234021376929691,272.280428571429,35.9954608843537,49
"60001",1090.835,234,212,0.09,0.432,45.48,156.9,0.984,0.0607,89.91,0.59,11.3,49.8,66.5,1535,1585,38.97,0.0018,269002,235627,399.1,0.244798500268763,0.38904113743058,0.242510348166185,467.137294117647,114.354509019608,51
"60002",298.73,231,183,0.11,0.444,28.16,173.4,0.997,0.0315,52.53,0.56,11.6,51,68.1,1551,1637,37.89,8e-04,260063,237727,179.15,0.210242513360465,0.226020345610893,0.198311897236904,190.940387096774,40.1437868852459,62
"60006",131.1425,188,195,0.14,0.467,15.85,150,0.999,0.0296,26.81,0.52,12.3,51.9,70.2,1603,1614,35.11,0.0043,240910,229287,83.08,0.171983853243306,0.164030702532425,0.12558055519453,88.6353272727273,15.2438451178451,55
"60013",243.005,242,197,0.1,0.439,21.21,169.1,0.997,0.0336,41.59,0.57,11.5,50.7,67.5,1538,1635,38.53,9e-04,262038,239781,122.902,0.206530072192562,0.255677551478191,0.131005571369294,138.6277,28.6307888888889,10
"62001",897.585,209,285,0.1,0.463,49.98,109.8,0.995,0.0486,109.09,0.52,11,44.8,59.8,1379,1363,36.97,0.0047,248977,248169,213,0.216169650730463,0.367146056106115,0.237599771158865,246.68275,53.3253239087301,64
"63001",170.1,265,278,0.12,0.43,19.16,159.8,0.99,0.0471,41.11,0.63,10.5,45.6,60.6,1456,1509,39.17,0.0012,271973,274219,94.5145,0.184091573107717,0.204936200412323,0.177393147792872,107.814,19.8476488630354,62
"66005",96.3925,234,46,0.18,0.471,12.77,114.8,0.995,0.0372,27.59,0.51,9.3,35,46.3,958,956,34.93,0.0053,309817,351811,17.21,0.148431952684491,0.0298072397117627,0.108353030232215,17.6009787234043,2.61254764107308,47
"66006",191.355,284,28,0.16,0.425,14.33,129,0.98,0.0317,29.94,0.6,10.1,43.9,60.8,1185,1125,39.46,9e-04,290505,364668,74.4,0.230900697705442,0.291788967054136,0.228834276458949,82.5612040816327,19.0634396258503,49
"67008",225.6525,233,63,0.18,0.542,25.24,108.2,0.99,0.048,51.92,0.41,10.1,35,45.5,917,901,29.84,0.0291,323013,359066,21.68,0.158349805537618,0.312634286313427,0.349706481779274,22.8797368421053,3.62300187969925,57
"67009",81.595,303,38,0.12,0.527,14.08,142.5,0.99,0.0328,27.08,0.41,10,36.3,47.6,968,959,27.71,0.0016,319020,357784,8.78,0.27426450449653,0.325648354287129,0.277284593003388,10.301223880597,2.82526006331977,67
"67015",1008.74,339,85,0.09,0.402,56.75,154.8,0.934,0.0457,93.29,0.55,10.2,44.2,59.4,1367,1396,42.69,0.0043,303097,340024,226.5,0.19665451627085,0.251799854771595,0.215399988463728,247.6535,48.702179245283,54
"68001",622.68,79,13,0.07,0.533,33.03,29.6,0.955,0.1575,64.77,0.34,9.5,29.8,39.4,732,766,32.72,0.0273,365240,350713,46.6775,0.206539649606461,0.207328806036844,0.168121727581271,51.4191046511628,10.6200838577291,86
"68005",201.3825,89,63,0.08,0.511,14.86,27.4,0.95,0.1593,29.37,0.34,9.4,29.6,38.6,719,756,34.29,0.0074,359816,344403,14.193,0.249435243611364,0.396136641188025,0.435833309438092,16.0994074074074,4.01575960866527,54
"68018",142.565,270,258,0.21,0.398,17.95,117.8,0.979,0.044,32.99,0.5,10.4,36.8,46,1030,1064,39.65,0.0228,394496,365488,41.75,0.169569344519843,0.346346887728919,0.306823428003059,45.2529178082192,7.67350761035007,73
"68021",17.8725,43,355,0.5,0.495,4.47,24.8,0.996,0.1385,9.14,0.38,10.3,30,38.7,750,759,33.37,0.1735,325359,386218,3.976,0.268828095078514,0.427860358730916,0.260399118158918,4.91482352941176,1.32124264705882,17
"69005",160.1475,50,178,0.27,0.374,13.03,20.4,0.927,0.261,29.07,0.41,11.5,33.5,46.6,965,953,37.91,0.1479,366480,401208,32.679,0.128375180171175,0.0587911108020753,0.180208601498997,31.8814166666667,4.09278260869565,24
"69008",58.8675,187,288,0.34,0.577,14.48,87.2,0.96,0.1028,26.37,0.52,10.3,33.3,44,954,918,28.78,0.0632,392326,379277,9.652,0.237406930261206,0.319381328877941,0.224119726767462,11.0149298245614,2.61502067669173,57
"69012",68.3825,183,316,0.23,0.527,15.43,81.7,0.951,0.0785,25.08,0.52,10.3,33.5,43.6,933,926,31.03,0.113,391561,374341,17.3705,0.229127374961199,0.265851105976733,0.146911984660031,18.6546964285714,4.27430162337662,56
"69015",149.395,342,260,0.15,0.363,17.54,154,0.831,0.0251,29.2,0.53,11,43.9,58.8,1322,1318,44.3,0.0331,405356,396928,52.8525,0.196822152672523,0.116159557528666,0.156128164983718,56.6040740740741,11.1409357092942,54
"69017",184.2325,309,285,0.15,0.464,17.96,151.3,0.918,0.0304,28.61,0.52,10.4,37.6,50.7,1152,1144,32.5,0.0246,402591,382528,61.047,0.174457980819358,0.0989081128625196,0.154108553674267,63.8493518518518,11.1390290006988,54
"69020",57.0875,147,236,0.44,0.381,12.71,58.5,0.973,0.1094,23.44,0.55,11.1,37.6,51.2,1025,1039,35.64,0.3666,392236,401692,23.331,0.201705222168563,0.193875417672728,0.180748531017754,24.4016274509804,4.92193568627451,51
"69023",190.4525,218,218,0.18,0.524,20.15,93.2,0.911,0.0768,34.35,0.57,11.3,41.9,57.5,1240,1223,33.11,0.1603,389144,413623,71.753,0.162373309488142,0.210482951435153,0.256284882145488,76.6264,12.4420821621622,75
"69024",141.775,201,156,0.21,0.355,12.96,80.4,0.862,0.0545,24.21,0.51,12,41.5,56.5,1288,1283,44.46,0.17,370665,413066,60.53,0.181321386298926,0.219114453578645,0.229943672965018,64.7886266666667,11.7475636036036,75
"69025",550.505,213,185,0.15,0.444,37.17,90.8,0.909,0.0726,59.73,0.54,11.6,41.2,56.7,1260,1253,37.36,0.1569,380924,414646,273.5,0.173942026725442,0.130098813680815,0.14050060100747,279.434841463415,48.6054626618488,82
"69027",146.0075,259,257,0.27,0.372,29.28,121.1,0.898,0.0604,48.47,0.54,11.4,42.5,56.4,1215,1179,42.58,0.1537,398402,401925,63.271,0.169278972288895,0.0549882983909043,0.0891349329074369,62.7378513513514,10.6201990003702,74
"69028",517.2825,289,267,0.19,0.405,31.91,137.1,0.892,0.0441,52.2,0.53,10.9,40.5,54.2,1199,1183,39.23,0.0815,401519,392649,139.845,0.193496690990933,0.145644013766761,0.0892552112773097,153.713602941176,29.7430735294118,68
"69032",96.61,35,319,0.23,0.501,8.12,13.2,0.983,0.2346,15.26,0.37,11,32.1,43.4,860,895,32.66,0.2712,341518,396197,17.513,0.156182050419964,0.133278817313687,0.178898619536033,18.6329111111111,2.91012626262626,45
"69041",115.8525,295,252,0.25,0.37,20.28,135.6,0.887,0.0515,34.94,0.55,11.6,44.5,58.9,1290,1255,43.7,0.1196,399515,403927,49.96,0.187508351514178,0.113109536249098,0.174765782755939,51.7758392857143,9.70840227272728,56
"69043",72.3025,116,229,0.35,0.552,11.58,45.3,0.924,0.1143,20.57,0.57,11,36.2,49.6,1026,1049,31.73,0.3899,388222,405128,28.326,0.156322301979558,0.184851530526164,0.158487232662079,30.5855,4.78119576719577,28
"69044",139.97,280,221,0.12,0.425,18.85,118,0.945,0.0437,31.24,0.54,11.5,42,59.8,1367,1354,37.4,0.0874,381484,421639,113.145,0.186772556057202,0.218381807674257,0.280848549525032,116.68744,21.7940114285714,50
"69045",256.76,124,302,0.25,0.53,26.18,56.4,0.946,0.1153,49.36,0.43,10.3,31.7,42.4,881,865,32.57,0.0791,385653,378653,36.361,0.135866941411775,0.0653021603693538,0.0951365869122758,35.9331739130435,4.88213043478261,23
"69047",14.775,292,246,0.37,0.467,3.66,138.8,0.89,0.038,7.54,0.57,11.9,48.8,68.8,1353,1282,35,0.0341,395332,417716,9.484,0.222179821585654,0.137051418335006,0.210210953955783,10.4222962962963,2.31562393162393,27
"69803",110.5275,250,221,0.19,0.478,10.78,109.6,0.896,0.0684,18.74,0.57,11.6,45.2,61.9,1306,1274,34.22,0.1393,392289,415155,44.859,0.163371392182714,0.194311385989313,0.281568244420815,47.2186666666667,7.71417931034483,30
"70002",189.7775,97,260,0.07,0.506,20.06,49,0.88,0.1159,43.61,0.51,11.4,35.7,47.9,1028,1023,33.4,0.1337,355863,408691,44.8,0.146760446245195,0.0832440010542779,0.191176376694176,45.27496,6.64457333333333,25
"70004",81.415,93,293,0.34,0.473,13.55,50.5,0.939,0.104,30.22,0.51,10.7,35,47.3,1050,1043,38.37,0.097,357085,416864,28.809,0.218404116971975,0.30545911725146,0.237883060273106,32.8775853658537,7.1806,41
"71001",1144.7,220,220,0.08,0.369,52.65,94.7,0.974,0.0777,102.03,0.56,10.9,43.9,59.6,1350,1321,42.13,0.0376,376535,447200,599.752,0.160458490964169,0.187945226151587,0.196272057036227,632.3146,101.460246530612,50
"71003",10.71,343,148,0.35,0.283,3.66,156.7,1,0.0163,6.79,0.6,12,55.3,75.3,1882,1786,54.51,0,368809,456461,10.9,0.21159464404263,0.322730726534933,0.26686821418223,12.045972972973,2.54886336336336,37
"71004",317.435,221,290,0.15,0.398,22.96,94.3,0.945,0.0513,40.73,0.55,10.8,40.6,55.1,1232,1213,38.32,0.1025,383071,434454,172.971,0.192032074155811,0.30426799309807,0.25258938158182,194.706811320755,37.3899528301887,53
"71006",446.1675,238,198,0.1,0.361,35.15,87.5,0.997,0.0906,74.55,0.61,10.8,43.2,59.1,1343,1342,43.43,0.015,380313,457758,220.554,0.156017844887576,0.194821116111593,0.156973774088093,239.455618181818,37.3593494949495,55
"71008",258.15,245,168,0.15,0.328,24.68,122.3,0.97,0.055,42.54,0.6,11.4,50.9,69,1602,1533,46.13,0.0021,366844,450185,222.3405,0.162425691285024,0.210454584506163,0.243055372744608,228.02662962963,37.0373829489867,54
"71009",1047.0125,231,224,0.08,0.365,32.66,97.4,0.974,0.0715,78.75,0.57,11,44.2,60.2,1369,1344,42.38,0.0389,377633,448324,547.161,0.16665365080564,0.244260770909613,0.221621163094224,601.729392156863,100.2804,51
"71010",110.615,252,260,0.12,0.395,12.42,98.9,0.948,0.0395,21.42,0.58,10.8,42.4,56.8,1249,1238,39.31,0.0831,388256,439474,81.7635,0.213576372349881,0.232922816487929,0.200481908789764,87.1399230769231,18.6110286576169,52
"71011",203.1775,319,205,0.1,0.365,21.87,102.5,0.998,0.0987,42.88,0.61,11.1,45,61.9,1446,1490,46.04,0.0071,381225,469053,121.978,0.0682623395241843,-0.00772504477476685,0.232460107505408,121.854830188679,8.31809579100144,53
